filename,speaker_id,duration,avg_intensity,intensity_variation,avg_pitch,pitch_std,pitch_range,articulation_rate,mean_hnr,emotion,sentence,duration_standardized,duration_category,avg_intensity_standardized,avg_intensity_category,intensity_variation_standardized,intensity_variation_category,avg_pitch_standardized,avg_pitch_category,pitch_std_standardized,pitch_std_category,pitch_range_standardized,pitch_range_category,articulation_rate_standardized,articulation_rate_category,mean_hnr_standardized,mean_hnr_category
03a01Fa.wav,3,1.89825,72.42589781,11.85393674,169.7221645,45.03181716,165.061888,3.160806006,9.312886532,happiness,Der Lappen liegt auf dem Eisschrank.,-0.8571980675314611,class_2,-1.5149827087069363,class_1,-0.11030185901354013,class_3,-0.5130919515990042,class_2,-0.14089425559077468,class_3,-0.5998877252104167,class_2,-1.695891137174844,class_1,-0.9539272561151199,class_2
03a01Nc.wav,3,1.61125,76.10153497,14.2157849,118.7447866,24.66566832,85.67082661,3.723816912,9.647002937,neutral,Der Lappen liegt auf dem Eisschrank.,-1.1363296464812846,class_1,0.08368503572339653,class_3,0.2708845187265068,class_4,-1.2331232146411857,class_2,-0.9658582442356289,class_2,-1.1844445768433736,class_2,-0.9994077850679886,class_2,-0.8247926699583267,class_2
03a01Wa.wav,3,1.8778125,76.22791013,16.06621388,203.6097164,42.24442821,156.5951911,4.260276252,7.639282314,anger,Der Lappen liegt auf dem Eisschrank.,-0.8770752509627747,class_2,0.1386501705271849,class_3,0.5695312870062298,class_5,-0.0344463679868177,class_3,-0.25380197929258147,class_3,-0.6622280642478531,class_2,-0.33577055280408835,class_3,-1.6007682517905457,class_1
03a02Fc.wav,3,2.00625,76.01888676,14.40935857,244.8643257,54.35059363,221.2152734,3.489096573,13.68234368,happiness,Das will sie am Mittwoch abgeben.,-0.7521590064632347,class_2,0.047738335407115154,class_3,0.3021260046707801,class_4,0.5482554041376902,class_4,0.23657794430212425,class_3,-0.18643001847051635,class_3,-1.2897730457977294,class_1,0.7348495656539957,class_4
03a02Nc.wav,3,1.4398125,78.00234304,13.21125065,118.184298,19.26970877,61.99752914,4.861744151,10.95522731,neutral,Das will sie am Mittwoch abgeben.,-1.3030669986283594,class_1,0.9104153188239902,class_4,0.10875945981784503,class_4,-1.2410398500430773,class_2,-1.184430363486344,class_2,-1.3587512052540212,class_1,0.4082867541074542,class_4,-0.31916944859155344,class_3
03a02Ta.wav,3,1.7356875,76.04899392,12.1484694,104.4615972,9.376725607,33.39435588,3.45684347,9.030818275,sadness,Das will sie am Mittwoch abgeben.,-1.0153037375768643,class_2,0.060833029870483536,class_3,-0.06276627239414424,class_3,-1.4348664844524934,class_1,-1.585161739548745,class_1,-1.569356538081624,class_1,-1.32967236045379,class_1,-1.062945451841436,class_2
03a02Wb.wav,3,2.123625,74.45055407,12.71261153,205.7181436,48.50130986,196.7178255,4.708929307,8.161075454,anger,Das will sie am Mittwoch abgeben.,-0.6380019713439471,class_2,-0.6343863615906319,class_2,0.028282465923248234,class_4,-0.004665834691705126,class_3,-0.0003568099081277991,class_3,-0.3668048713411714,class_3,0.21924424415506952,class_3,-1.3990973964090092,class_1
03a02Wc.wav,3,1.4980625,74.18945431,14.47699931,258.3109656,51.04958507,187.4124451,4.67270224,9.464978458,anger,Das will sie am Mittwoch abgeben.,-1.2464139865244315,class_1,-0.7479481050981139,class_2,0.3130427643105091,class_4,0.738182809385232,class_4,0.1028652227855311,class_3,-0.43532044191844266,class_3,0.1744288617312698,class_3,-0.8951443659969304,class_2
03a04Ad.wav,3,1.504875,75.57643241,11.54360474,234.807659,28.33591506,122.6217927,5.98056317,9.232337443,fear,Heute Abend könnte ich es ihm sagen.,-1.239788258713994,class_1,-0.14470108854513816,class_3,-0.1603873526452834,class_3,0.40620976106440765,class_4,-0.8171889295935597,class_2,-0.9123743963445996,class_2,1.7923431062130446,class_5,-0.9850591404454379,class_2
03a04Fd.wav,3,1.6968125,75.70107316,13.94786101,203.9649587,54.09254283,206.7369061,4.12538215,9.315600459,happiness,Heute Abend könnte ich es ihm sagen.,-1.0531129366419318,class_2,-0.09049031147632015,class_3,0.22764340828225105,class_4,-0.029428739138649344,class_3,0.22612517687351327,class_3,-0.29303432199655033,class_3,-0.5026438679373547,class_2,-0.952878334736941,class_2
03a04Lc.wav,3,1.931,75.77871369,11.73719779,106.4823341,24.79983314,101.579074,4.142931124,14.02821821,boredom,Heute Abend könnte ich es ihm sagen.,-0.8253459448464202,class_2,-0.056721632586516545,class_3,-0.12914273889960212,class_3,-1.4063245350168607,class_1,-0.9604236799538618,class_2,-1.0673120578105957,class_2,-0.4809345757952301,class_2,0.8685286177009174,class_4
03a04Nc.wav,3,1.5613125,76.62138321,12.14718838,115.4125556,21.91640026,85.20956152,5.12389416,10.27571393,neutral,Heute Abend könnte ich es ihm sagen.,-1.1848980549266046,class_1,0.30978586589534945,class_3,-0.06297302039000724,class_3,-1.280189395651612,class_2,-1.0772218192762355,class_2,-1.1878408744121143,class_2,0.732584409938587,class_4,-0.5817985137950528,class_2
03a04Ta.wav,3,2.0635625,75.83582907,11.41141381,108.0652416,74.36572978,472.2182954,4.361389587,8.562682468,sadness,Heute Abend könnte ich es ihm sagen.,-0.6964177917644132,class_2,-0.03188008491947761,class_3,-0.18172207798037332,class_3,-1.3839667180114485,class_1,1.0473235929415952,class_4,1.6617067077775998,class_5,-0.2106863781406878,class_3,-1.2438779735538057,class_1
03a04Wc.wav,3,2.044125,76.45466796,13.94000897,241.7399879,46.40730401,196.0205326,3.913654987,12.70686101,anger,Heute Abend könnte ich es ihm sagen.,-0.715322391296947,class_2,0.2372753647011417,class_3,0.22637614193712305,class_4,0.5041256158869604,class_4,-0.08517792320907822,class_3,-0.37193904306218784,class_3,-0.7645649828692109,class_2,0.35782961389923584,class_3
03a05Aa.wav,3,3.087625,75.04852752,11.42452854,230.3120342,33.34714606,135.0419546,5.181976438,10.89118437,fear,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,0.2995689070798506,class_4,-0.3743060476401878,class_2,-0.17960544893181557,class_3,0.34271119491105206,class_4,-0.6142008661035583,class_2,-0.8209246712758012,class_2,0.8044361969081322,class_4,-0.34392177571288823,class_3
03a05Fc.wav,3,3.1961875,75.48940485,11.74739476,206.0439361,61.38528128,371.8907079,5.226310116,11.33114787,happiness,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,0.4051550465911407,class_4,-0.18255252681073353,class_3,-0.12749701665375537,class_3,-6.41702882350133e-05,class_3,0.52152941098377,class_4,0.9229940913429602,class_4,0.859280016691377,class_4,-0.17387773224069028,class_3
03a05Nd.wav,3,3.168,76.53239227,12.78400878,132.0962806,56.13439916,423.4181089,5.296610169,10.94642815,neutral,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,0.37774033794428297,class_4,0.2710804825477346,class_3,0.03980550096378223,class_4,-1.0445397000638281,class_2,0.3088338890345575,class_4,1.3023906477565874,class_4,0.9462460346582294,class_4,-0.32257028694645995,class_3
03a05Tc.wav,3,3.4978125,75.87202398,11.93952878,109.9197483,51.07706084,480.9791807,4.574287501,9.396199624,sadness,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,0.69851066506062,class_4,-0.0161376074629852,class_3,-0.0964878805184191,class_3,-1.3577726912386203,class_1,0.10397817354457557,class_3,1.7262131577333188,class_5,0.05268303658833525,class_3,-0.9217270962431053,class_2
03a05Wa.wav,3,3.44075,73.67839385,13.39168345,189.0159003,34.16176195,215.0547438,3.778246022,8.723966869,anger,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,0.6430125963364932,class_4,-0.9702268114260585,class_2,0.13788009789370442,class_4,-0.24057709247604886,class_3,-0.581203524332787,class_2,-0.23179003412362909,class_3,-0.9320752190714917,class_2,-1.181542230486412,class_2
03a05Wb.wav,3,2.96225,75.79275368,14.14088493,257.7550418,36.23249618,174.089003,4.388555996,10.50655425,anger,Das schwarze Stück Papier befindet sich da oben neben dem Holzstück.,0.177631200770324,class_4,-0.05061513236136231,class_3,0.25879616828100754,class_4,0.7303306496163557,class_4,-0.49732506585618524,class_2,-0.5334210244088414,class_2,-0.1770796550676785,class_3,-0.4925797003952684,class_2
03a07Fa.wav,3,2.1338125,76.96626034,11.19896259,223.4837243,50.72845243,217.5751583,3.280513166,11.91085816,happiness,In sieben Stunden wird es soweit sein.,-0.6280937728751274,class_2,0.4597854223049669,class_4,-0.21601027328851452,class_3,0.24626455908397815,class_4,0.08985722281166597,class_3,-0.21323220734647474,class_3,-1.547805117562301,class_1,0.050177858175424125,class_3
